objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,areadoc-link,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll050,cb_ajpr0050.jpg,,,"Carta del botánico Alfredo Asensi Marfil de 06/11/1973, informando de la visita al pinsapar de Yunquera (Málaga) de miembros del Departamento de la Universidad de Málaga.",Alfredo Asensi Marfil,1973-11-06,"Alfredo Asensi, del Colegio universitario, Universidad de Málaga, anuncia en su carta a José Pino la visita de miembros de su departamento la semana próxima al pinsapar de Yunquera (Málaga).",naturalistas;universidades;UMA;botánica;Alfredo Asensi Marfil;pinsapar de Yunquera (Málaga);guardas forestales;ICONA;1973,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Universidad de Málaga (Málaga)",36.719973,-4.416054,"Archivo de José Pino Rivera",cb_ajpr0050.jpg,image/carta,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll051,cb_ajpr0051.jpg,,,"Carta del botánico Günther Kunkel de 22/11/1977, en la que le traslada unas informaciones sobre la visita realizada al pinsapar de Yunquera (Málaga) y agradeciéndole su ayuda.",Günther Kunkel,1977-11-22,"Günther Kunkel, ilustre botánico alemán, le escribe a José Pino trasladándole sus impresiones sobre la 'maravillosa e instructiva excursión por su pinsapar' y en la que realiza comentarios sobre varias plantas, un 'lirio' sin hojas pero con flores rosadas (Colchicum), una planta espinosa (Bupleurum spinosum) y enebros y sabinas (Juniperus), y le informa que en el libro de Ceballos y Vicioso se encuentran muy pocos datos acerca del pinsapar. Le expresa su deseo de regresar y le agradece 'su valiosa ayuda, y con saludos, también de parte de mi familia y para su colega de Burgo'.",naturalistas;botánica;Günther Kunkel;pinsapar de Yunquera (Málaga);guardas forestales;ICONA;1977,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Coín (Málaga)",36.658162,-4.759500,"Archivo de José Pino Rivera",cb_ajpr0051.jpg,image/carta,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll052,cb_ajpr0052.jpg,,,"Portada de la Ley y Reglamento de Pesca Fluvial, con disposiciones complementarias. Año 1972. 1ª serie administrativa. Ministerio de Agricultura. D.L. M.12.535-1972.",Ministerio de Agricultura,1972,"Ley Reglamento de Pesca Fluvial, con disposiciones complementarias. 1ª serie administrativa. Editada por el Servicio de Pesca Continental, Caza y Parques Nacionales de la Dirección General de Montes, Caza y Pesca Fluvial del Ministerio de Agricultura. Año 1972. D.L. M-12.535-1972.",Servicio de Pesca Continental Caza y Parques Nacionales;normativa legal;pesca fluvial;guardas forestales;1972,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Madrid (Madrid)",40.408630,-3.690695,"Archivo de José Pino Rivera",cb_ajpr0052.jpg,image/libro,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll053,cb_ajpr0053.jpg,,,"Portada de la Ley y Reglamento de Montes. Marzo de 1962. Primera edición. Boletín Oficial del Estado. D.L. M-3.367-1962.",Boletín Oficial del Estado,1962,"Primera edición, marzo de 1962, de la Ley y Reglamento de Montes. Imprenta Nacional del Boletín Oficial del Estado. D.L. M-3.367-1962.",Boletín Oficial del Estado;normativa legal;montes;guardas forestales;1962,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Madrid (Madrid)",40.433624,-3.701539,"Archivo de José Pino Rivera",cb_ajpr0053.jpg,image/libro,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll054,cb_ajpr0054.jpg,,,"Portada del Reglamento de Caza. Año 1971. 2ª serie administrativa. Ministerio de Agricultura. D.L. PO-22-1971.",Ministerio de Agricultura,1971,"Reglamento de Caza. Editado por el Servicio de Pesca Continental, Caza y Parques Nacionales de la Dirección General de Montes, Caza y Pesca Fluvial del Ministerio de Agricultura. Imprenta E. Paredes Pontevedra. D.L. PO-22-1971.",Servicio de Pesca Continental Caza y Parques Nacionales;normativa legal;montes;guardas forestales;1971,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Madrid (Madrid)",40.408630,-3.690695,"Archivo de José Pino Rivera",cb_ajpr0054.jpg,image/libro,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll055,cb_ajpr0055.jpg,,,"Portada de la Ordenanza General del Trabajo en el Campo. Abril de 1975. Unión de Trabajadores y Técnicos. Hermandad Nacional de Labradores y Ganaderos. D.L. M-25.974-1975.",Hermandad Nacional de Labradores y Ganaderos,1975,"Ordenanza General del Trabajo en el Campo. Editada por la Hermandad Nacional de Labradores y Ganaderos. Abril de 1975. Imprenta Nacional del Boletín Oficial del Estado. D.L. M-25.974-1975.",Hermandad Nacional de Labradores y Ganaderos;normativa legal;ordenanzas;trabajadores del campo;1975,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Madrid (Madrid)",40.433624,-3.701539,"Archivo de José Pino Rivera",cb_ajpr0055.jpg,image/libro,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll056,cb_ajpr0056.jpg,,,"Portada de la Ley y Reglamento de Incendios Forestales, ICONA, Ministerio de Agricultura, 1973.",ICONA,1973,"Ley y Reglamento de Incendios Forestales. Editada por ICONA en 1973. Imprenta Nacional del Boletín Oficial del Estado. ISBN: 84-500-5709-4. D.L. M-10860-1973.",ICONA;normativa legal;incendios forestales;1973,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Madrid (Madrid)",40.407931,-3.712359,"Archivo de José Pino Rivera",cb_ajpr0056.jpg,image/libro,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll057,cb_ajpr0057.jpg,,,"Carta manuscrita de Fernando Palacios Arrivas de 24/10/1978.",Fernando Palacios Arrivas,1978-10-24,"Con instrucciones para la recogida y depósito en bidón de formol de animales, de acuerdo a un plan de estudio de los vertebrados de las sierras del Sur de España emprendido por el ICONA. Fernando Palacios, del laboratorio de vertebrados del ICONA, le informa de su reunión con Miguel Álvarez Calvente (Ingeniero Jefe del ICONA en Málaga), que éste último le recomendó que dejará el bidón de formol para el depósito de animales a su cargo, por su gran afición a los animales y por ser Yunquera un punto estratégico. Que para su estudio les interesaban todo tipo de vertebrados, garduñas, turones, tejones, gatos, comadrejas, ginetas, ratones, zorros, topos, ratas de agua, murciélagos, musarañas, lagartos, culebras, lagartijas, víboras, salamandras, salamanquesas, galápagos, aves de distintas especies y cabra montés.",naturalistas;Fernando Palacios Arrivas;vertebrados;zoología;ICONA;sierra de las Nieves;sierra Blanquilla;Yunquera (Málaga);1978,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Recinto Ferial de la Casa de Campo (Madrid)",40.411218,-3.739060,"Archivo de José Pino Rivera",cb_ajpr0057.jpg,image/carta,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll058,cb_ajpr0058.jpg,,,"Página de 31/05/1971 del libro de registro de trabajos. Reparación de caminos en el monte Morenas de Briñuela, Yunquera (Málaga).",José Pino Rivera,1971-05-31,"Importe de reparación de caminos en el monte Morenas de Briñuela, en Yunquera (Málaga). Trabajos realizados la primera quincena de febrero (5 peones forestales) y la primera y segunda de mayo (2 pones): 9 jornales; precio del jornal 200 Ptas; 1.500 metros de camino reparado; importe total (salarios más recibos) 2.180 Ptas.",Yunquera (Málaga);monte Morenas de Briñuela;reparación de caminos;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1971,https://areadoc.blogspot.com/2022/02/trabajos-forestales-en-los-montes-de.html,"Monte Morenas de Briñuela, Yunquera (Málaga)",36.753118,-4.951918,"Archivo de José Pino Rivera",cb_ajpr0025.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll059,cb_ajpr0059.jpg,,,"Página de 28/02/1971 del libro de registro de trabajos. Siembra de piñón de pinsapo en el monte Morenas de Briñuela, Yunquera (Málaga).",José Pino Rivera,1971-02-28,"Importe de siembra de piñón de pinsapo en el monte Morenas de Briñuela, en Yunquera (Málaga). Trabajos realizados la primera quincena de febrero: 5 peones forestales; 5 jornales; precio del jornal 200 Ptas; 10kg de semilla sembrada; importe total (salarios más recibos) 1.080 Ptas. La segunda quincena enviado 1'6 kg de piñón de pinsapo al Distrito Forestal de Córdoba, C/ Leiva Aguilar, 2 - Córdoba",monte Morenas de Briñuela;repoblaciones forestales;siembras;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1971,https://areadoc.blogspot.com/2022/02/trabajos-forestales-en-los-montes-de.html,"Monte Morenas de Briñuela, Yunquera (Málaga)",36.753118,-4.951918,"Archivo de José Pino Rivera",cb_ajpr0059.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll060,cb_ajpr0060.jpg,,,"Página de 15/01/1971 del libro de registro de trabajos. Visita del Ingeniero Jefe al monte Pinar de Yunquera (Málaga).",José Pino Rivera,1971-02-28,"Importe de visita del Ingeniero Jefe a las nevadas del monte Pinar Yunquera (Málaga). Trabajos realizados la primera quincena de enero: 2 peones forestales; 2 jornales; precio del jornal 200 Ptas; importe total (salarios más recibo) 1.000 Ptas.",monte Pinar de Yunquera (Málaga);ingenieros jefes;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1971,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_25.html,"Monte Pinar de Yunquera (Málaga)",36.719331,-4.981138,"Archivo de José Pino Rivera",cb_ajpr0060.pg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll061,cb_ajpr0061.jpg,,,"Página de 15/05/1971 del libro de registro de trabajos. Reparación de caminos en el puerto de los Castillejos y puerto fuente del Sallo, en el monte Pinar de Yunquera (Málaga).",José Pino Rivera,1971-05-15,"Importe de la reparación de caminos en el sitio puerto de los Castillejos y el puerto fuente del Sello en el monte Pinar de Yunquera (Málaga). Trabajos realizados la primera quincena de febrero (dos peones forestales) y segunda de marzo (dos peones): trozo reparado en la cañada de las Palomas y desde el puerto de Malavé hasta el barranco del Arca: 10 jornales; precio de los jornales 175 y 200 Ptas; 1.700 metros reparados; importe total 1.850 Ptas. Trabajos realizados la primera quincena de mayo: Trozo de camino reparado desde la cueva del Agua hasta la fuente de Malavé y parte baja del barranco del Arca; 2 peones forestales; 10 jornales; 1.500 metros reparados: importe total (salarios y recibos) 2.500 Ptas.",monte Pinar de Yunquera (Málaga);reparación de caminos;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1971,https://areadoc.blogspot.com/2022/02/trabajos-forestales-en-los-montes-de.html,"Monte Pinar de Yunquera (Málaga)",36.738111,-4.947752,"Archivo de José Pino Rivera",cb_ajpr0061.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll062,cb_ajpr0062.jpg,,,"Página de 31/03/1971 del libro de registro de trabajos. Siembra de pinsapo en la umbría de las Palomas en el monte Pinar de Yunquera (Málaga).",José Pino Rivera,1971-03-31,"Importe de la siembra de piñón de pinsapo en la umbría del llano de las Palomas y umbría de la cañada de la cueva de las Palomas en el monte Pinar de Yunquera (Málaga). Trabajos realizados la primera (7 peones forestales) y segunda (5 peones) quincenas de marzo: 17 jornales; precio del jornal 200 Ptas; 27 kg de piñón sembrados; importe total (salarios más recibos) 3.640 Ptas.", monte Pinar de Yunquera (Málaga);repoblaciones forestales;siembras;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1971,https://areadoc.blogspot.com/2022/02/trabajos-forestales-en-los-montes-de.html,"Monte Pinar de Yunquera (Málaga)",36.734838,-4.968247,"Archivo de José Pino Rivera",cb_ajpr0062.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll063,cb_ajpr0063.jpg,,,"Página de 31/05/1971 del libro de registro de trabajos. Descaste de conejo en la plantación de pinar en el monte Morenas de Briñuela, en Yunquera (Málaga).",José Pino Rivera,1971-05-31,"Importe del descaste de conejos en la plantación de pinar en el monte Morenas de Briñuelas, en Yunquera (Málaga). Trabajos realizados la segunda de marzo, primera y segunda de abril y primera y segunda de mayo: 1 peón forestal; 43 jornales; precio del jornal 200 Ptas; importe total (salarios más recibos) 15.073,50 Ptas.",monte Morenas de Briñuela;descaste de conejos;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1971,https://areadoc.blogspot.com/2019/06/los-trabajos-forestales-en-el-pinsapar_3.html,"Monte Morenas de Briñuela, Yunquera (Málaga)",36.753118,-4.951918,"Archivo de José Pino Rivera",cb_ajpr0063.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll064,cb_ajpr0064.jpg,,,"Página del libro de registro de correspondencia laboral enviada entre el 01/10/65 y el 31/01/1966, Alfarnate (Málaga).",José Pino Rivera,1965-10-01,"La sierra de Enmedio de Alfarnate (Málaga) fue consorciada con el PFE el 25/11/1963. En el año 1964 se le encargó a José Pino Rivera la repoblación del monte reciéntemente consorciado; acabadas las plantaciones de pinar quedó a la custodia del monte, fijando su residencia en Alfarnate. En Alfarnate residió hasta octubre de 1969. Según el Catálogo de Montes Públicos de Andalucía de 2018 la superficie del monte Sierra de Enmedio es de 434,82 ha.",Alfarnate (Málaga);sierra de Enmedio;guardas forestales;actas;denuncias;aprovechamientos de pastos;reconocimiento final;1965;1966,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Sierra de Enmedio, Alfarnate (Málaga)",36.983883,-4.250734,"Archivo de José Pino Rivera",cb_ajpr0064,image/hoja de registro de correspondencia,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll065,cb_ajpr0065.jpg,,,"Oficio del 23/10/1975, con nº de registro 4.126, del Ingeniero Jefe Provincial del ICONA en Málaga, de felicitación por la actuación en la extinción del incendio forestal del 19/10/1975.",José Pino Rivera,1975-10-23,"Habiendo tenido conocimiento del ejemplar comportamiento observado por Vd. en los trabajos de extinción del incendio ocurrido en EL PINAR de Yunquera el 19 de los corrientes, esta Jefatura se complace en felicitarle y le agradecde su decisiva y meritoria colaboración. Firmado: Miguel Álvarez Calvente.",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);guardas forestales;incendios forestales;ingenieros jefes;Miguel Álvarez Calvente;1975,https://areadoc.blogspot.com/2022/05/el-incendio-forestal-del-llano-de-los.html,"Llano de los Jaguarzos, Yunquera (Málaga)",36.722495,-4.963493,"Archivo de José Pino Rivera",cb_ajpr0065,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll066,cb_ajpr0066.jpg,,,"Fotografía de Laurent Minoux del llano de la Casa tomada durante su visita al pinsapar de Yunquera (Málaga) el 9/09/1975.",Laurent Minoux,1975-09-09,"Laurent Minoux, naturalista francés procedente de la Universidad de Paris, interesado por los temas forestales y enamorado de la naturaleza de España. Comentaba Laurent Minoux, en una carta posterior, que de la excursión de 1975, de la cual conservo un recuerdo muy vivo, aprendí muchas cosas por parte del Sr. Pino Rivera y de su gran experiencia, sobre la flora forestal y la ecología de esta zona privilegiada. Y ahora tenemos la satisfacción de que, gracias a las acciones de personas como él, los pinsapares pueden considerarse fuera de peligro de extinción.",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);pinsapar de Yunquera (Málaga);guardas forestales;naturalistas;Laurent Minoux;1975,https://areadoc.blogspot.com/2019/06/los-trabajos-forestales-en-el-pinsapar_28.html,"Llano de la Casa, Yunquera (Málaga)",36.714186,-4.980099,"Archivo de José Pino Rivera",cb_ajpr0067,image/imagen fija,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll067,cb_ajpr0067.jpg,,,"Credencial de experto concedida por la Comisión de homologación de trofeos de caza de Andalucía de 07/08/1995.",Agustín López Ontiveros,1995-09-09,"En virtud de las Órdenes de 28 de julio de 1993 y 12 de julio de 1995, sobre de la Comisión de Homologación de Trofeos de Caza de Andalucía, y previo acuerdo de la Comisión Promotora de la misma, se concede CREDENCIAL DE EXPERTO, a D. José Pino Rivera. El Representante de la Comisión Promotora. Fdo. Agustín López Ontiveros.",Sevilla (Málaga);trofeos de caza;homologación;Junta de Andalucía;caza;1995,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Sevilla (Sevilla)",37.361172,-5.981600,"Archivo de José Pino Rivera",cb_ajpr0067,image/credencial,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll068,cb_ajpr0068.jpg,,,"Oficio de 7/11/1983, con nº de registro 8.888, del Ingeniero Jefe Provincial del ICONA en Málaga, comunicando el traslado a la 2ª Brigada con residencia en Tolox, en funciones de Jefe de la 3ª Comarca Forestal.",Miguel Álvarez Calvente,1983-11-07,"Para su conocimiento y efectos, esta Jefatura Provincial, en uso de las atribuciones que le están conferidas, ha acordado trasaladarle a la Brigada 2ª con residencia en Tolox, en funciones de Jefe de su 3ª Comarca Forestal. La entrega de dicha zona se la dará el Jefe de Comarca Forestal D. Rafael Serrano Checa en presencia del Subinspector D. Juan Pérez Sánchez.",Tolox (Málaga);jefes de comarca forestal;ingenieros jefes;Miguel Álvarez Calvente;1983,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Tolox (Málaga)",36.680709,-4.909940,"Archivo de José Pino Rivera",cb_ajpr0068,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll069,cb_ajpr0069.jpg,,,"Oficio de 24/03/1981, dirigido al Ingeniero Jefe Provincial del ICONA en Málaga sobre instalación de caseta de estación meteorológica en la casa forestal de Yunquera (Málaga), pluviómetro en el puerto del Saucillo y pluviógrafo en el llano de la Casa.",José Pino Rivera,1981-03-24,"Poniendo en conocimiento del Ingeniero Jefe Provincial la instalación de una estación termopluviométrica, con termómetros de máximas y de mínimas, evaporímetro y pluviómetro, de la Comisaría de Aguas del Sur; quedando pendiente la instalación de un pluviómetro en el puerto del Saucillo y un pluviógrafo en el llano de la Casa, en el monte Pinar de Yunquera (Málaga).",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);casas forestales;Comisaría de Aguas;Confederación Hidrográfica del Sur;estaciones meteorológicas;1981,https://areadoc.blogspot.com/2019/03/jose-pino-rivera-voluntario-para-el.html,"Casa forestal de Yunquera (Málaga)",36.737455,-4.918809,"Archivo de José Pino Rivera",cb_ajpr0069,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll070,cb_ajpr0070.jpg,,,"Fotografía cambiando la banda de papel milimetrado al pluviógrafo del llano de la Casa, en el pinsapar de Yunquera (Málaga), verano de 1981.",José Pino Díaz,1981,"Con los datos de pluviometría del periodo de abril de 1971 a diciembre de 1982, tomados por José Pino Rivera en Yunquera, en el pluviómetro en la Casa Forestal de Yunquera (740 m de altitud) y el del Puerto del Saucillo (1210 m) y en el pluviográfo del Llano de la Casa (1560 m), se constata que la precipitación media anual durante dicho periodo, de más de diez años, fue casi dos veces superior en el Llano de la Casa (1.198,0 litros/m2) que en la Casa Forestal de Yunquera (665,2 litros/m2), y la precipitación media anual en el Puerto del Saucillo (1.048,2 l/m2) algo más de una vez y media la de la Casa Forestal.",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);casas forestales;pinsapar de Yunquera (Málaga);guardas forestales;colaboradores de la Meteorología Española;voluntariado;estaciones meteorológicas;1981,https://areadoc.blogspot.com/2019/03/jose-pino-rivera-voluntario-para-el.html,"Llano de la Casa, Yunquera (Málaga)",36.714186,-4.980099,"Archivo de José Pino Rivera",cb_ajpr0070,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll071,cb_ajpr0071.jpg,,,"Diploma de 21/03/1983 del Director General del Instituto Nacional de Meteorología a José Pino, Colaborador de la Meteorología Española.",Director General del I.N.M.,1983-03-21,"Diploma que el Director General del Instituto Nacional de Meteorología otorga a D. José Pino Rivera por su abnegada labor como colaborador de la Meteorología Española. Madrid, 21/03/1983.",Instituto Nacional de Meteorología;colaboradores de la Meteorología Española;guardas forestales;1983,https://areadoc.blogspot.com/2019/03/lluvias-del-mes-de-marzo-de-1982-en-la.html,"Madrid (Madrid)",40.452181,-3.723513,"Archivo de José Pino Rivera",cb_ajpr0071,image/diploma,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll072,cb_ajpr0072.jpg,,,"Diploma de 23/03/2001 que el Director General del Instituto Nacional de Meteorología otorga a José Pino, Voluntario para el tiempo, el clima y el agua.",Director General del I.N.M.,2001-03-23,"Diploma que el Director General del Instituto Nacional de Meteorología otorga a D. José Pino Rivera con ocasión del Día Meteorológico Mundial del año 20001, dedicado a los Voluntarios por el Tiempo, el Clima y el Agua, en atención a su altruista colaboración y como reconocimiento a su eficaz labor. Madrid, 23/03/2001.",Instituto Nacional de Meteorología;colaboradores de la Meteorología Española;voluntarios;guardas forestales;2001,https://areadoc.blogspot.com/2019/03/lluvias-del-mes-de-marzo-de-1982-en-la.html,"Madrid (Madrid)",40.452181,-3.723513,"Archivo de José Pino Rivera",cb_ajpr0072,image/diploma,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll073,cb_ajpr0073.jpg,,,"Medalla de Voluntarios para el Tiempo, el Clima y el Agua, del Instituto Nacional de Meteorología, Ministerio de Medio Ambiente, 23/03/2001.",Director General del I.N.M.,2001-03-23,"Medalla que el Instituto Nacional de Meteorología entrega a José Pino Rivera con ocasión del Día Meteorológico Mundial del año 20001, dedicado a los Voluntarios por el Tiempo, el Clima y el Agua, en atención a su altruista colaboración y como reconocimiento a su eficaz labor. Madrid, 23/03/2001.",Instituto Nacional de Meteorología;colaboradores de la Meteorología Española;voluntarios;guardas forestales;2001,https://areadoc.blogspot.com/2019/03/lluvias-del-mes-de-marzo-de-1982-en-la.html,"Madrid (Madrid)",40.452181,-3.723513,"Archivo de José Pino Rivera",cb_ajpr0073,image/medalla,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll074,cb_ajpr0074.jpg,,,"Escalafón General del Cuerpo de Guardería Forestal del Estado, cerrado a 31/01/1946. BOE, suplemento al núm. 150, de 30/05/1946.",Emilio Lamo de Espinosa,1946-02-21,"Orden de 21 de febrero de 1946 por la que se dispone la publicación en el BOE del Escalafón del Cuerpo de Guardería Forestal del Estado. Constituido el Cuerpo de Guardería Forestal del Estado, según las normas establecidas en los Decretos de 11 de marzo de 1933 y 13 de abril de 1934, y en cumplimiento de lo que en los mismos se ordena se publica en el BOE el Escalafón general del expresado Cuerpo. Antonio Pino Rivera, padre de José Pino Rivera, aparece en el Escalafón general del Cuerpo de Guardería Forestal del Estado con el núm. 200, en el listado de guardas con sueldo de 4.000 Ptas anuales, con fecha de ingreso en el Cuerpo de 01/09/1930 y con destino en la 7ª División Hidrológica Forestal (Málaga).",Dirección General de Montes Caza y Pesca Fluvial;Emilio Lamo de Espinosa;Guardería Forestal del Estado;escalafones;1946,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Madrid (Madrid)",40.408724,-3.690840,"Archivo de José Pino Rivera",cb_ajpr0074,image/BOE,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll075,cb_ajpr0075.jpg,,,"BOE núm. 272, de 29 octubre 1957. Anuncio del Distrito forestal de Granada relacionado con las oposiciones al Cuerpo de Guardería Forestal del Estado.",Antonio Cano Ramos,1957-10-19,"ANUNCIO del Distrito forestal de Granada por el que se publica relación de aspirantes admitidos y excluidos por exceso de edad, para tomar parte en las oposiciones a ingreso en el Cuerpo de Guardería Forestal del Estado, convocadas en 26 de agosto de 1957 (BOLETIN OFICIAL DEL ESTADO núm. 223, de 2 de septiembre).",Distrito Forestal;Antonio Cano Ramos;ingenieros jefes;Guardería Forestal del Estado;oposiciones;1957,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Granada (Granada)",37.181830,-3.600885,"Archivo de José Pino Rivera",cb_ajpr0075,image/BOE,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll076,cb_ajpr0076.jpg,,,"Oficio de 26/05/80, de nº de registro 2.958, del Ingeniero Jefe Provincial del ICONA en Málaga, comunicando su nombramiento como Jefe de Zona con efectos de 01/01/1980. El Ingeniero Jefe Provincial Miguel Álvarez Calvente.",Miguel Álvarez Calvente,1980-05-26,"Con fecha 12 del presente mes y con efectos económicos de primero de enero de 1980, por Resolución del Ilmo. Sr. Director del ICONA, ha sido nombrado Jefe de Zona (Nivel 6), lo que trasalado a Vd. para su conocimiento. Dios le guarde. El Ingeniero Jefe Provincial.",ICONA;Jefatura provincial de Málaga;Miguel Álvarez Calvente;ingenieros jefes;agentes forestales;nombramientos;1980,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Málaga (Málaga)",36.715925,-4.435364,"Archivo de José Pino Rivera",cb_ajpr0076,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll077,cb_ajpr0077.jpg,,,"Oficio de 22/10/79 del Ingeniero Jefe Provincial del ICONA en Málaga, de felicitación por la campaña de Aulas en la Naturaleza del verano pasado.",Miguel Álvarez Calvente,1979-10-22,"Mi estimado amigo, es para mi una satisfacción adjuntarle reproducción de la carta que me dirige el Ilmo. Sr. Subdirector General de Recursos en Régimen Especial comentando su impresión sobre la realización de la campaña de Aulas en la Naturaleza que hemos realizado este verano. Dado que su colaboración en ella ha sido muy destacada, en cumplimiento de lo indicado, deseo trasladarle su felicitación a la que uno la la mía propia. Espero que en campañas sucesivas seamos capaces de superar aún más, si cabe, tales resultados. Un cordial saludo. Fdo. Miguel Álvarez Calvente.",ICONA;Jefatura provincial de Málaga;Miguel Álvarez Calvente;ingenieros jefes;agentes forestales;felicitaciones;Aulas en la Naturaleza;1979,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Málaga (Málaga)",36.715925,-4.435364,"Archivo de José Pino Rivera",cb_ajpr0077,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
